SelectVenue,TasteofFood,QualityofFood,ManuVariety,ValuefortheMoney,OrderAccuracy,SpeedofService,Ambiance,OverallSatisfaction,Recomendation
GulistanMarriageHall,Good,Excellent,Good,Fair,Fair,Good,Fair,Good,Probablyyes
FaisalabadMarriageHall,Good,Fair,Good,Excellent,Good,Good,Fair,Good,Definitelyyes
GulistanMarriageHall,Good,Fair,Poor,Fair,Good,Poor,Fair,Poor,Definitelyno
QuilimMarquee,Good,Good,Good,Good,Good,Good,Fair,Good,Probablyyes
KoheToorMarquee,Excellent,Good,Good,Fair,Good,Excellent,Excellent,Excellent,Definitelyyes
WeddingMarquee,Good,Fair,Excellent,Excellent,Good,Fair,Good,Excellent,Definitelyyes
JumeirahPalace,Good,Fair,Fair,Good,Fair,Poor,Fair,Fair,Probablyyes
CrystalsBanquetHall,Fair,Good,Good,Fair,Poor,Poor,Fair,Poor,Definitelyno
GulistanMarriageHall,Fair,Good,Fair,Good,Fair,Fair,Good,Fair,Probablyno
GulistanMarriageHall,Good,Fair,Excellent,Good,Fair,Good,Excellent,Good,Definitelyyes
TamaseelMarriageHall,Excellent,Good,Fair,Fair,Good,Excellent,Good,Good,Definitelyyes
BandhanMarriageHall,Good,Fair,Poor,Fair,Good,Fair,Poor,Fair,Probablyno
JumeirahPalace,Excellent,Good,Excellent,Good,Excellent,Excellent,Good,Excellent,Definitelyyes
KhayyamBanquetHall,Excellent,Good,Good,Good,Fair,Good,Good,Excellent,Definitelyyes
CrystalsBanquetHall,Excellent,Good,Fair,Good,Excellent,Good,Good,Excellent,Definitelyyes
BandhanMarriageHall,Good,Excellent,Good,Good,Excellent,Good,Fair,Good,Definitelyyes
TamaseelMarriageHall,Poor,Poor,Fair,Fair,Good,Fair,Fair,Poor,Definitelyno
PearlMarriageHall,Fair,Fair,Good,Fair,Poor,Poor,Fair,Fair,Probablyno
StarMarquee,Good,Excellent,Good,Good,Fair,Good,Excellent,Excellent,Definitelyyes
QuilimMarquee,Excellent,Good,Excellent,Good,Fair,Good,Excellent,Good,Definitelyyes
SevenSeasMarquee,Fair,Good,Good,Fair,Good,Fair,Good,Good,Probablyyes
TamaseelMarriageHall,Excellent,Good,Excellent,Good,Fair,Good,Excellent,Good,Probablyyes
PearlMarriageHall,Good,Excellent,Good,Fair,Excellent,Good,Excellent,Good,Definitelyyes
FaisalabadMarriageHall,Excellent,Good,Fair,Fair,Good,Good,Excellent,Excellent,Definitelyyes
TheRoyalBanquet,Excellent,Good,Good,Fair,Good,Excellent,Excellent,Excellent,Definitelyyes
TheSheratonMarquee,Excellent,Good,Good,Excellent,Fair,Fair,Good,Excellent,Definitelyyes
PearlMarriageHall,Excellent,Good,Fair,Good,Good,Excellent,Good,Fair,Probablyyes
TamaseelMarriageHall,Excellent,Good,Fair,Good,Good,Excellent,Good,Excellent,Definitelyyes
TheRoyalBanquet,Excellent,Good,Excellent,Good,Fair,Good,Excellent,Excellent,Definitelyyes
JumeirahPalace,Excellent,Good,Excellent,Good,Fair,Good,Good,Excellent,Definitelyyes
GulistanMarriageHall,Excellent,Good,Fair,Fair,Excellent,Good,Fair,Good,Probablyyes
BandhanMarriageHall,Poor,Fair,Good,Fair,Poor,Poor,Fair,Poor,Definitelyno
TamaseelMarriageHall,Good,Fair,Good,Good,Fair,Poor,Good,Fair,Probablyno
BandhanMarriageHall,Good,Fair,Excellent,Good,Fair,Good,Excellent,Good,Probablyyes
FaisalabadMarriageHall,Fair,Good,Fair,Poor,Fair,Good,Poor,Fair,Definitelyno
StarMarquee,Good,Excellent,Good,Fair,Good,Excellent,Good,Excellent,Definitelyyes
JumeirahPalace,Excellent,Good,Good,Excellent,Good,Good,Excellent,Good,Definitelyyes
LaraibBanquet,Good,Fair,Fair,Poor,Poor,Fair,Poor,Poor,Definitelyno
JumeirahPalace,Excellent,Good,Fair,Good,Excellent,Good,Fair,Good,Probablyyes
QuilimMarquee,Good,Good,Good,Good,Good,Fair,Excellent,Good,Definitelyyes
VictoriaMarquee,Fair,Fair,Good,Fair,Good,Good,Good,Fair,Probablyno
RoyalPalmMarquee,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,Excellent,Definitelyyes
GulistanMarriageHall,Good,Good,Fair,Excellent,Fair,Fair,Poor,Fair,Probablyno
KoheToorMarquee,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Definitelyyes
ParadiseGrandMarquee,Excellent,Excellent,Excellent,Fair,Excellent,Good,Excellent,Excellent,Probablyyes
LayalpurMarquee,Fair,Fair,Good,Good,Excellent,Excellent,Good,Good,Probablyno
CrystalsBanquetHall,Excellent,Fair,Excellent,Excellent,Excellent,Excellent,Fair,Fair,Probablyyes
RoyalPalmMarquee,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Definitelyyes
BandhanMarriageHall,Good,Good,Fair,Good,Fair,Poor,Fair,Fair,Probablyno
GulistanMarriageHall,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Fair,Excellent,Definitelyyes
TamaseelMarriageHall,Fair,Fair,Good,Fair,Good,Good,Poor,Fair,Probablyno
BandhanMarriageHall,Poor,Poor,Fair,Poor,Fair,Good,Fair,Poor,Definitelyno
VictoriaMarquee,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Fair,Excellent,Definitelyyes
TheCastleMarquee,Good,Good,Excellent,Good,Excellent,Fair,Excellent,Good,Probablyyes
WeddingMarquee,Fair,Fair,Good,Poor,Good,Excellent,Fair,Fair,Probablyno
CrystalsBanquetHall,Good,Good,Fair,Fair,Good,Good,Excellent,Good,Probablyyes
TheSheratonMarquee,Good,Good,Excellent,Good,Excellent,Excellent,Excellent,Good,Probablyyes
SevenSeasMarquee,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Good,Excellent,Definitelyyes
QuilimMarquee,Good,Good,Excellent,Excellent,Excellent,Excellent,Good,Good,Probablyyes
WeddingMarquee,Fair,Fair,Good,Poor,Good,Good,Fair,Poor,Definitelyno
KoheToorMarquee,Excellent,Excellent,Good,Good,Excellent,Excellent,Good,Excellent,Definitelyyes
KhayyamBanquetHall,Good,Good,Fair,Fair,Good,Poor,Poor,Fair,Probablyno
KhayyamBanquetHall,Excellent,Good,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Definitelyyes
WeddingMarquee,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Fair,Excellent,Definitelyyes
JumeirahPalace,Excellent,Excellent,Good,Good,Excellent,Good,Good,Excellent,Definitelyyes
TheCastleMarquee,Good,Good,Fair,Fair,Good,Fair,Fair,Fair,Probablyno
ParadiseGrandMarquee,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Definitelyyes
VictoriaMarquee,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Good,Excellent,Definitelyyes
KoheToorMarquee,Good,Good,Good,Good,Good,Good,Fair,Good,Probablyyes
GulistanMarriageHall,Excellent,Excellent,Good,Excellent,Good,Good,Fair,Excellent,Probablyyes
WeddingMarquee,Good,Good,Fair,Good,Good,Good,Good,Good,Probablyyes
FaisalabadMarriageHall,Good,Good,Fair,Good,Fair,Fair,Good,Fair,Probablyno
BandhanMarriageHall,Good,Good,Fair,Good,Good,Good,Good,Good,Probablyyes
TheRoyalBanquet,Excellent,Excellent,Excellent,Good,Good,Good,Excellent,Good,Probablyyes
JumeirahPalace,Excellent,Excellent,Excellent,Excellent,Good,Good,Excellent,Excellent,Definitelyyes
SevenSeasMarquee,Excellent,Excellent,Good,Excellent,Good,Excellent,Good,Excellent,Definitelyyes
TheRoyalBanquet,Excellent,Excellent,Good,Excellent,Good,Excellent,Good,Excellent,Definitelyyes
VictoriaMarquee,Good,Good,Excellent,Fair,Good,Good,Good,Good,Probablyyes
CrownPalaceMarquee,Excellent,Good,Fair,Good,Excellent,Good,Fair,Good,Definitelyyes
ParadiseGrandMarquee,Excellent,Excellent,Excellent,Good,Excellent,Good,Excellent,Excellent,Definitelyyes
RoyalPalaceMarquee,Good,Fair,Excellent,Good,Fair,Fair,Good,Good,Probablyyes
CrystalsBanquetHall,Good,Excellent,Fair,Fair,Good,Excellent,Good,Fair,Definitelyyes
LayalpurMarquee,Excellent,Excellent,Fair,Good,Good,Good,Fair,Excellent,Probablyyes
TamaseelMarriageHall,Fair,Good,Fair,Poor,Fair,Fair,Good,Fair,Probablyno
PearlMarriageHall,Fair,Poor,Fair,Fair,Good,Good,Fair,Fair,Definitelyno
TheCastleMarquee,Good,Good,Good,Fair,Fair,Good,Excellent,Good,Probablyyes
WeddingMarquee,Good,Fair,Fair,Good,Good,Excellent,Good,Fair,Probablyno
TheSheratonMarquee,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,Excellent,Definitelyyes
LaraibBanquet,Good,Good,Good,Excellent,Good,Good,Good,Good,Probablyyes
KhayyamBanquetHall,Excellent,Good,Fair,Poor,Fair,Fair,Good,Fair,Probablyno
VictoriaMarquee,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Definitelyyes
GulistanMarriageHall,Good,Fair,Good,Poor,Fair,Poor,Good,Fair,Probablyno
RoyalPalmMarquee,Excellent,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,Definitelyyes
LayalpurMarquee,Excellent,Good,Fair,Good,Excellent,Good,Excellent,Excellent,Definitelyyes
WeddingMarquee,Good,Good,Good,Good,Good,Good,Fair,Good,Probablyyes
TheRoyalBanquet,Excellent,Good,Excellent,Fair,Good,Good,Excellent,Excellent,Definitelyyes
TheRoyalBanquet,Excellent,Good,Good,Excellent,Good,Fair,Good,Good,Probablyyes
TheRoyalBanquet,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,Excellent,Definitelyyes
KoheToorMarquee,Excellent,Good,Fair,Good,Excellent,Good,Good,Good,Definitelyyes
FaisalabadMarriageHall,Good,Excellent,Good,Fair,Good,Excellent,Good,Excellent,Definitelyyes
PearlMarriageHall,Good,Good,Fair,Good,Good,Good,Good,Good,Probablyyes
JumeirahPalace,Good,Good,Good,Good,Good,Good,Good,Good,Probablyyes
SevenSeasMarquee,Excellent,Good,Excellent,Good,Excellent,Good,Good,Excellent,Definitelyyes
QuilimMarquee,Excellent,Good,Fair,Fair,Good,Good,Excellent,Excellent,Definitelyyes
CrownPalaceMarquee,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Definitelyyes
TheRoyalBanquet,Excellent,Good,Excellent,Good,Good,Excellent,Good,Excellent,Definitelyyes
CrystalsBanquetHall,Good,Good,Good,Excellent,Good,Excellent,Excellent,Good,Definitelyyes
SevenSeasMarquee,Fair,Fair,Good,Fair,Excellent,Excellent,Excellent,Fair,Probablyno
VictoriaMarquee,Excellent,Excellent,Fair,Good,Good,Good,Good,Excellent,Definitelyyes
VictoriaMarquee,Excellent,Good,Fair,Good,Excellent,Good,Excellent,Excellent,Definitelyyes
JumeirahPalace,Excellent,Good,Excellent,Good,Fair,Good,Excellent,Excellent,Definitelyyes
JumeirahPalace,Good,Fair,Fair,Poor,Poor,Fair,Fair,Poor,Definitelyno
ParadiseGrandMarquee,Excellent,Excellent,Good,Fair,Excellent,Excellent,Excellent,Good,Probablyyes
PearlMarriageHall,Good,Good,Fair,Good,Fair,Poor,Good,Fair,Probablyno
TheCastleMarquee,Fair,Fair,Good,Good,Fair,Good,Good,Fair,Probablyno
TheRoyalBanquet,Excellent,Good,Good,Good,Good,Excellent,Good,Good,Definitelyyes
CrystalsBanquetHall,Excellent,Excellent,Good,Good,Excellent,Good,Good,Excellent,Probablyyes
KoheToorMarquee,Excellent,Good,Fair,Good,Excellent,Good,Excellent,Excellent,Definitelyyes
WeddingMarquee,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,Excellent,Definitelyyes
TheSheratonMarquee,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Definitelyyes
StarMarquee,Excellent,Excellent,Good,Excellent,Poor,Excellent,Fair,Good,Probablyno
FaisalabadMarriageHall,Excellent,Good,Fair,Good,Excellent,Good,Excellent,Excellent,Definitelyyes
RoyalPalmMarquee,Excellent,Good,Excellent,Fair,Good,Excellent,Excellent,Excellent,Definitelyyes
VictoriaMarquee,Excellent,Excellent,Good,Fair,Excellent,Excellent,Good,Excellent,Probablyyes
JumeirahPalace,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Good,Excellent,Definitelyyes
ParadiseGrandMarquee,Excellent,Excellent,Good,Fair,Good,Excellent,Fair,Good,Probablyyes
KhayyamBanquetHall,Excellent,Good,Fair,Good,Fair,Excellent,Excellent,Excellent,Definitelyyes
BandhanMarriageHall,Excellent,Good,Excellent,Good,Fair,Good,Excellent,Good,Probablyyes
CrystalsBanquetHall,Excellent,Good,Fair,Good,Fair,Good,Good,Good,Probablyyes
TheCastleMarquee,Excellent,Good,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Definitelyyes
WeddingMarquee,Fair,Fair,Good,Excellent,Good,Excellent,Excellent,Good,Probablyno
SevenSeasMarquee,Fair,Good,Excellent,Good,Good,Excellent,Excellent,Good,Probablyyes
PearlMarriageHall,Excellent,Good,Good,Excellent,Good,Excellent,Good,Excellent,Definitelyyes
StarMarquee,Fair,Fair,Good,Fair,Good,Good,Good,Good,Probablyyes
RoyalPalaceMarquee,Excellent,Good,Excellent,Fair,Good,Excellent,Excellent,Excellent,Definitelyyes
WeddingMarquee,Excellent,Excellent,Good,Good,Excellent,Excellent,Fair,Excellent,Definitelyyes
LayalpurMarquee,Excellent,Good,Fair,Good,Fair,Good,Excellent,Good,Probablyyes
BandhanMarriageHall,Good,Excellent,Good,Excellent,Good,Excellent,Good,Excellent,Definitelyyes
GulistanMarriageHall,Excellent,Good,Excellent,Good,Excellent,Good,Excellent,Excellent,Probablyyes
GulistanMarriageHall,Excellent,Good,Excellent,Excellent,Good,Excellent,Good,Excellent,Definitelyyes
PearlMarriageHall,Excellent,Good,Fair,Good,Good,Excellent,Excellent,Good,Definitelyyes
KhayyamBanquetHall,Excellent,Good,Fair,Good,Good,Good,Excellent,Excellent,Definitelyyes
GulistanMarriageHall,Excellent,Good,Excellent,Fair,Good,Excellent,Good,Excellent,Definitelyyes
GulistanMarriageHall,Excellent,Good,Excellent,Good,Excellent,Good,Excellent,Excellent,Definitelyyes
PearlMarriageHall,Good,Good,Excellent,Good,Good,Fair,Good,Good,Probablyyes
LaraibBanquet,Excellent,Excellent,Excellent,Fair,Good,Good,Excellent,Excellent,Probablyyes
QuilimMarquee,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Good,Excellent,Definitelyyes
FaisalabadMarriageHall,Excellent,Good,Excellent,Good,Fair,Good,Excellent,Excellent,Definitelyyes
CrystalsBanquetHall,Good,Good,Good,Fair,Good,Fair,Good,Good,Probablyyes
CrystalsBanquetHall,Good,Excellent,Fair,Good,Fair,Excellent,Excellent,Excellent,Definitelyyes
PearlMarriageHall,Good,Good,Good,Good,Good,Good,Fair,Good,Probablyyes
RoyalPalaceMarquee,Excellent,Excellent,Good,Fair,Good,Good,Good,Good,Probablyyes
TamaseelMarriageHall,Good,Excellent,Good,Fair,Good,Excellent,Good,Good,Probablyyes
KoheToorMarquee,Good,Good,Poor,Fair,Good,Good,Good,Good,Probablyyes
CrystalsBanquetHall,Good,Excellent,Good,Good,Excellent,Good,Excellent,Excellent,Definitelyyes
PearlMarriageHall,Excellent,Excellent,Good,Good,Fair,Good,Good,Good,Probablyyes
GulistanMarriageHall,Excellent,Excellent,Fair,Fair,Good,Good,Fair,Good,Probablyyes
ParadiseGrandMarquee,Excellent,Excellent,Good,Good,Good,Fair,Excellent,Good,Probablyyes
KhayyamBanquetHall,Excellent,Good,Excellent,Fair,Good,Fair,Good,Excellent,Definitelyyes
ParadiseGrandMarquee,Good,Good,Good,Excellent,Excellent,Excellent,Good,Good,Probablyyes
TheSheratonMarquee,Good,Good,Excellent,Fair,Good,Excellent,Good,Good,Probablyyes
SevenSeasMarquee,Excellent,Good,Fair,Fair,Good,Good,Excellent,Good,Definitelyyes
TamaseelMarriageHall,Excellent,Good,Excellent,Good,Excellent,Good,Excellent,Excellent,Definitelyyes
TheCastleMarquee,Good,Good,Excellent,Good,Good,Good,Good,Excellent,Probablyyes
CrystalsBanquetHall,Excellent,Good,Excellent,Good,Excellent,Good,Excellent,Excellent,Definitelyyes
FaisalabadMarriageHall,Good,Good,Fair,Fair,Good,Good,Excellent,Good,Probablyyes
ParadiseGrandMarquee,Excellent,Excellent,Fair,Poor,Excellent,Excellent,Excellent,Excellent,Probablyyes
TheRoyalBanquet,Excellent,Good,Fair,Good,Excellent,Good,Excellent,Excellent,Definitelyyes
CrystalsBanquetHall,Excellent,Good,Excellent,Good,Fair,Good,Good,Excellent,Definitelyyes
TamaseelMarriageHall,Excellent,Good,Excellent,Good,Fair,Good,Excellent,Excellent,Definitelyyes
PearlMarriageHall,Excellent,Good,Fair,Good,Excellent,Excellent,Good,Excellent,Definitelyyes
PearlMarriageHall,Excellent,Good,Good,Fair,Good,Fair,Excellent,Excellent,Definitelyyes
CrystalsBanquetHall,Good,Good,Fair,Fair,Good,Good,Fair,Good,Probablyyes
CrystalsBanquetHall,Good,Fair,Good,Poor,Poor,Fair,Fair,Fair,Definitelyno
CrystalsBanquetHall,Good,Fair,Excellent,Fair,Good,Fair,Good,Good,Probablyyes
SevenSeasMarquee,Excellent,Good,Fair,Good,Excellent,Fair,Good,Excellent,Definitelyyes
TheRoyalBanquet,Excellent,Good,Good,Fair,Good,Good,Excellent,Excellent,Definitelyyes
FaisalabadMarriageHall,Excellent,Good,Good,Fair,Good,Fair,Good,Good,Probablyyes
GulistanMarriageHall,Excellent,Good,Fair,Good,Good,Excellent,Good,Good,Probablyyes
LaraibBanquet,Excellent,Good,Fair,Good,Good,Fair,Good,Good,Probablyyes
CrownPalaceMarquee,Excellent,Good,Fair,Fair,Good,Good,Excellent,Excellent,Definitelyyes
BandhanMarriageHall,Excellent,Good,Fair,Good,Good,Fair,Excellent,Excellent,Definitelyyes
KhayyamBanquetHall,Excellent,Excellent,Good,Fair,Fair,Good,Excellent,Excellent,Definitelyyes
TheCastleMarquee,Excellent,Good,Excellent,Good,Fair,Good,Excellent,Excellent,Definitelyyes
JumeirahPalace,Excellent,Good,Good,Excellent,Good,Fair,Good,Excellent,Definitelyyes
CrystalsBanquetHall,Excellent,Good,Excellent,Good,Good,Excellent,Good,Excellent,Definitelyyes
StarMarquee,Excellent,Good,Good,Fair,Good,Fair,Excellent,Excellent,Definitelyyes
PearlMarriageHall,Excellent,Good,Good,Excellent,Good,Fair,Excellent,Excellent,Definitelyyes
KoheToorMarquee,Excellent,Good,Fair,Good,Fair,Poor,Good,Good,Probablyyes
PearlMarriageHall,Good,Good,Fair,Fair,Good,Fair,Good,Good,Probablyyes
FaisalabadMarriageHall,Excellent,Good,Fair,Good,Excellent,Fair,Good,Excellent,Definitelyyes
RoyalPalmMarquee,Excellent,Good,Fair,Good,Fair,Good,Good,Excellent,Definitelyyes
RoyalPalmMarquee,Excellent,Good,Fair,Good,Fair,Good,Excellent,Excellent,Definitelyyes
QuilimMarquee,Excellent,Good,Fair,Good,Good,Fair,Excellent,Excellent,Definitelyyes
CrystalsBanquetHall,Excellent,Good,Excellent,Fair,Fair,Good,Excellent,Excellent,Definitelyyes
LayalpurMarquee,Excellent,Good,Good,Fair,Good,Good,Excellent,Excellent,Definitelyyes
VictoriaMarquee,Excellent,Good,Good,Fair,Good,Fair,Good,Good,Definitelyyes
TheRoyalBanquet,Excellent,Good,Excellent,Good,Excellent,Good,Excellent,Excellent,Definitelyyes
TheRoyalBanquet,Excellent,Good,Excellent,Fair,Good,Fair,Excellent,Excellent,Definitelyyes
LayalpurMarquee,Excellent,Good,Good,Good,Good,Good,Good,Good,Probablyyes
GulistanMarriageHall,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Probablyno
KhayyamBanquetHall,Good,Good,Fair,Fair,Good,Excellent,Fair,Good,Probablyyes
RoyalPalmMarquee,Excellent,Excellent,Excellent,Good,Fair,Good,Excellent,Excellent,Definitelyyes
LayalpurMarquee,Good,Good,Excellent,Good,Good,Fair,Good,Good,Probablyyes
CrownPalaceMarquee,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,Good,Definitelyyes
ParadiseGrandMarquee,Excellent,Good,Excellent,Good,Fair,Good,Good,Good,Probablyyes
TheCastleMarquee,Excellent,Excellent,Excellent,Excellent,Good,Good,Good,Good,Definitelyyes
PearlMarriageHall,Excellent,Good,Good,Excellent,Good,Good,Excellent,Good,Definitelyyes
RoyalPalmMarquee,Excellent,Excellent,Fair,Good,Fair,Good,Good,Good,Probablyyes
TheSheratonMarquee,Good,Excellent,Excellent,Good,Good,Good,Good,Good,Definitelyyes
TheSheratonMarquee,Excellent,Good,Good,Good,Good,Good,Excellent,Good,Definitelyyes
ParadiseGrandMarquee,Good,Good,Good,Fair,Good,Fair,Fair,Good,Probablyyes
LayalpurMarquee,Fair,Good,Excellent,Excellent,Excellent,Fair,Good,Good,Definitelyyes
WeddingMarquee,Good,Good,Good,Fair,Good,Poor,Good,Good,Probablyyes
FaisalabadMarriageHall,Good,Good,Good,Fair,Fair,Fair,Good,Good,Probablyyes
PearlMarriageHall,Fair,Fair,Good,Good,Good,Fair,Fair,Fair,Probablyyes
CrystalsBanquetHall,Poor,Poor,Good,Good,Fair,Fair,Poor,Fair,Probablyno
RoyalPalmMarquee,Excellent,Good,Good,Good,Good,Good,Excellent,Good,Definitelyyes
RoyalPalmMarquee,Good,Good,Excellent,Excellent,Good,Fair,Good,Good,Probablyyes
RoyalPalmMarquee,Excellent,Excellent,Excellent,Good,Good,Good,Good,Excellent,Probablyyes
TheRoyalBanquet,Good,Excellent,Good,Good,Good,Good,Good,Good,Probablyyes
TamaseelMarriageHall,Good,Excellent,Good,Excellent,Fair,Good,Good,Good,Probablyyes
TheCastleMarquee,Good,Fair,Good,Good,Good,Fair,Good,Good,Probablyyes
TheCastleMarquee,Excellent,Good,Good,Good,Fair,Good,Excellent,Excellent,Probablyyes
TheCastleMarquee,Good,Excellent,Good,Good,Excellent,Good,Excellent,Good,Probablyyes
TheCastleMarquee,Fair,Good,Excellent,Fair,Good,Excellent,Good,Fair,Probablyno
KoheToorMarquee,Good,Excellent,Good,Good,Good,Good,Excellent,Excellent,Probablyyes
LayalpurMarquee,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Definitelyyes
ParadiseGrandMarquee,Excellent,Good,Excellent,Good,Good,Excellent,Good,Excellent,Probablyyes
ParadiseGrandMarquee,Fair,Good,Fair,Fair,Fair,Good,Fair,Good,Probablyyes
JumeirahPalace,Good,Fair,Good,Excellent,Fair,Good,Good,Excellent,Probablyyes
WeddingMarquee,Good,Fair,Good,Excellent,Excellent,Excellent,Good,Good,Definitelyyes
FaisalabadMarriageHall,Good,Good,Good,Fair,Good,Good,Fair,Good,Probablyyes
TheRoyalBanquet,Good,Excellent,Excellent,Good,Good,Good,Good,Excellent,Probablyyes
RoyalPalaceMarquee,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Definitelyyes
KhayyamBanquetHall,Good,Excellent,Good,Fair,Excellent,Good,Excellent,Good,Definitelyyes
JumeirahPalace,Fair,Fair,Good,Fair,Fair,Fair,Poor,Fair,Probablyno
LaraibBanquet,Good,Excellent,Excellent,Good,Good,Good,Fair,Good,Definitelyyes
WeddingMarquee,Excellent,Good,Excellent,Good,Excellent,Good,Excellent,Good,Definitelyyes
KhayyamBanquetHall,Good,Excellent,Good,Excellent,Good,Good,Fair,Good,Definitelyyes
JumeirahPalace,Good,Excellent,Good,Excellent,Good,Good,Good,Excellent,Definitelyyes
RoyalPalmMarquee,Good,Good,Excellent,Good,Excellent,Excellent,Good,Good,Probablyyes
JumeirahPalace,Excellent,Good,Good,Good,Excellent,Excellent,Fair,Good,Definitelyyes
WeddingMarquee,Good,Excellent,Excellent,Good,Excellent,Good,Good,Good,Definitelyyes
FaisalabadMarriageHall,Good,Good,Fair,Good,Good,Excellent,Good,Good,Probablyyes
LayalpurMarquee,Good,Good,Excellent,Good,Fair,Excellent,Good,Excellent,Definitelyyes
